unique identifier,Budget Year,Account Type,Department,Unit,Child Fund,Amount
7246,2011-07-01,Expense,Public Works,30211 - Engineering & Construction: Admin,7760 - Grant Clearing,100
7247,2011-07-01,Expense,Public Works,30211 - Engineering & Construction: Admin,7760 - Grant Clearing,280
7248,2011-07-01,Expense,Public Works,30211 - Engineering & Construction: Admin,7760 - Grant Clearing,50674
7249,2011-07-01,Expense,Public Works,30211 - Engineering & Construction: Admin,7760 - Grant Clearing,84749
7250,2011-07-01,Expense,Public Works,30211 - Engineering & Construction: Admin,7760 - Grant Clearing,-3090277
7251,2011-07-01,Expense,Public Works,30211 - Engineering & Construction: Admin,7760 - Grant Clearing,182842
7252,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,145498
7253,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,4200
7254,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,40205
7255,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,43844
7256,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,64124
7257,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,6850
7258,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,600
7259,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,5090
7260,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,400
7261,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,200
7262,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,1400
7263,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,280
7264,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,1500
7265,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,700
7266,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,10500
7267,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,2000
7268,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,500
7269,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,130
7270,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,1600
7271,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,400
7272,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,1020
7273,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,450
7274,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,200
7275,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,830
7276,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,170
7277,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,1630
7278,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,200
7279,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,2000
7280,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,4030
7281,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,81443
7282,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,32145
7283,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,53761
7284,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,-667297
7285,2011-07-01,Expense,Public Works,30231 - Project Delivery: Admin,7760 - Grant Clearing,-5669975
7286,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,1424412
7287,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,36152
7288,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,5940
7289,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,4010
7290,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,3445
7291,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,393599
7292,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,422920
7293,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,630300
7294,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,1356
7295,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,320956
7296,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,447224
7297,2011-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,7760 - Grant Clearing,536780
7298,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,113394
7299,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,309388
7300,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,5280
7301,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,1320
7302,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,1968
7303,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,492
7304,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,85491
7305,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,31332
7306,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,93231
7307,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,32329
7308,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,136353
7309,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,49973
7310,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,16970
7311,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,5440
7312,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,1300
7313,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,4000
7314,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,2000
7315,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,1500
7316,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,30000
7317,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,5000
7318,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,2000
7319,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,7780
7320,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,1430
7321,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,25052
7322,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,68354
7323,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,95245
7324,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,114317
7325,2011-07-01,Expense,Public Works,30233 - Project Management,7760 - Grant Clearing,41898
7326,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,138659
7327,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,181442
7328,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,2970
7329,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,1980
7330,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,4679
7331,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,3119
7332,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,50137
7333,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,38315
7334,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,54675
7335,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,41783
7336,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,61109
7337,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,79964
7338,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,30634
7339,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,40086
7340,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,55857
7341,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,51234
7342,2011-07-01,Expense,Public Works,30234 - Facilities Planning & Development,7760 - Grant Clearing,67042
7343,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,224042
7344,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,56011
7345,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,3937
7346,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,984
7347,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,15478
7348,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,61908
7349,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,15943
7350,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,63775
7351,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,24683
7352,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,98738
7353,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,49498
7354,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,12375
7355,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,68971
7356,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,82783
7357,2011-07-01,Expense,Public Works,30235 - Surveying,7760 - Grant Clearing,20696
7358,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,145498
7359,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,4200
7360,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,40205
7361,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,43844
7362,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,64124
7363,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,2790
7364,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,2060
7365,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,200
7366,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,400
7367,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,490
7368,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,300
7369,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,200
7370,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,600
7371,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,300
7372,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,640
7373,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,1500
7374,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,2750
7375,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,2900
7376,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,110
7377,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,32145
7378,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,53761
7379,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,-510017
7380,2011-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,7760 - Grant Clearing,-4396541
7381,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,987364
7382,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,4845
7383,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,4010
7384,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,9104
7385,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,4010
7386,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,269991
7387,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,287536
7388,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,431336
7389,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,386
7390,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,217648
7391,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,303274
7392,2011-07-01,Expense,Public Works,30242 - Streets & Structures,7760 - Grant Clearing,364004
7393,2011-07-01,Expense,Public Works,30243 - Right of Way Management,7760 - Grant Clearing,27943
7394,2011-07-01,Expense,Public Works,30243 - Right of Way Management,7760 - Grant Clearing,7721
7395,2011-07-01,Expense,Public Works,30243 - Right of Way Management,7760 - Grant Clearing,8420
7396,2011-07-01,Expense,Public Works,30243 - Right of Way Management,7760 - Grant Clearing,12315
7397,2011-07-01,Expense,Public Works,30243 - Right of Way Management,7760 - Grant Clearing,6173
7398,2011-07-01,Expense,Public Works,30243 - Right of Way Management,7760 - Grant Clearing,8602
7399,2011-07-01,Expense,Public Works,30243 - Right of Way Management,7760 - Grant Clearing,10325
7400,2011-07-01,Expense,Public Works,30244 - Sanitary Sewer Design,7760 - Grant Clearing,545825
7401,2011-07-01,Expense,Public Works,30244 - Sanitary Sewer Design,7760 - Grant Clearing,36152
7402,2011-07-01,Expense,Public Works,30244 - Sanitary Sewer Design,7760 - Grant Clearing,6890
7403,2011-07-01,Expense,Public Works,30244 - Sanitary Sewer Design,7760 - Grant Clearing,150823
7404,2011-07-01,Expense,Public Works,30244 - Sanitary Sewer Design,7760 - Grant Clearing,162633
7405,2011-07-01,Expense,Public Works,30244 - Sanitary Sewer Design,7760 - Grant Clearing,243091
7406,2011-07-01,Expense,Public Works,30244 - Sanitary Sewer Design,7760 - Grant Clearing,1356
7407,2011-07-01,Expense,Public Works,30244 - Sanitary Sewer Design,7760 - Grant Clearing,120590
7408,2011-07-01,Expense,Public Works,30244 - Sanitary Sewer Design,7760 - Grant Clearing,168031
7409,2011-07-01,Expense,Public Works,30244 - Sanitary Sewer Design,7760 - Grant Clearing,212146
7410,2011-07-01,Expense,Public Works,30245 - Watershed & Stormwater Program,7760 - Grant Clearing,97808
7411,2011-07-01,Expense,Public Works,30245 - Watershed & Stormwater Program,7760 - Grant Clearing,27027
7412,2011-07-01,Expense,Public Works,30245 - Watershed & Stormwater Program,7760 - Grant Clearing,29474
7413,2011-07-01,Expense,Public Works,30245 - Watershed & Stormwater Program,7760 - Grant Clearing,43105
7414,2011-07-01,Expense,Public Works,30245 - Watershed & Stormwater Program,7760 - Grant Clearing,21609
7415,2011-07-01,Expense,Public Works,30245 - Watershed & Stormwater Program,7760 - Grant Clearing,30110
7416,2011-07-01,Expense,Public Works,30245 - Watershed & Stormwater Program,7760 - Grant Clearing,36140
7417,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,170762
7418,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,15561
7419,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,4200
7420,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,3489
7421,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,47186
7422,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,49912
7423,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,76350
7424,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,584
7425,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,40420
7426,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,67601
7427,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,-111526
7428,2011-07-01,Expense,Public Works,30261 - Transportation Services: Admin,7760 - Grant Clearing,-919784
7429,2011-07-01,Expense,Public Works,30264 - Traffic Capital Projects,7760 - Grant Clearing,327670
7430,2011-07-01,Expense,Public Works,30264 - Traffic Capital Projects,7760 - Grant Clearing,1650
7431,2011-07-01,Expense,Public Works,30264 - Traffic Capital Projects,7760 - Grant Clearing,6370
7432,2011-07-01,Expense,Public Works,30264 - Traffic Capital Projects,7760 - Grant Clearing,69935
7433,2011-07-01,Expense,Public Works,30264 - Traffic Capital Projects,7760 - Grant Clearing,74883
7434,2011-07-01,Expense,Public Works,30264 - Traffic Capital Projects,7760 - Grant Clearing,116777
7435,2011-07-01,Expense,Public Works,30264 - Traffic Capital Projects,7760 - Grant Clearing,2797
7436,2011-07-01,Expense,Public Works,30264 - Traffic Capital Projects,7760 - Grant Clearing,68825
7437,2011-07-01,Expense,Public Works,30264 - Traffic Capital Projects,7760 - Grant Clearing,95902
7438,2011-07-01,Expense,Public Works,30264 - Traffic Capital Projects,7760 - Grant Clearing,115107
7439,2011-07-01,Expense,Public Works,30265 - Traffic Safety Program,7760 - Grant Clearing,50750
7440,2011-07-01,Expense,Public Works,30265 - Traffic Safety Program,7760 - Grant Clearing,330
7441,2011-07-01,Expense,Public Works,30265 - Traffic Safety Program,7760 - Grant Clearing,1657
7442,2011-07-01,Expense,Public Works,30265 - Traffic Safety Program,7760 - Grant Clearing,14025
7443,2011-07-01,Expense,Public Works,30265 - Traffic Safety Program,7760 - Grant Clearing,15294
7444,2011-07-01,Expense,Public Works,30265 - Traffic Safety Program,7760 - Grant Clearing,22367
7445,2011-07-01,Expense,Public Works,30265 - Traffic Safety Program,7760 - Grant Clearing,11213
7446,2011-07-01,Expense,Public Works,30265 - Traffic Safety Program,7760 - Grant Clearing,15624
7447,2011-07-01,Expense,Public Works,30265 - Traffic Safety Program,7760 - Grant Clearing,18752
7448,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,177488
7449,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,84373
7450,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,23314
7451,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,23283
7452,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,25425
7453,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,25390
7454,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,43677
7455,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,37184
7456,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,3496
7457,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,18641
7458,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,34753
7459,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,48426
7460,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,31175
7461,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,58123
7462,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,-48426
7463,2011-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,7760 - Grant Clearing,-366210
7464,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,206018
7465,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,1650
7466,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,56929
7467,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,62082
7468,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,90795
7469,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,4660
7470,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,9200
7471,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,6790
7472,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,1600
7473,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,2500
7474,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,4350
7475,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,120
7476,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,4350
7477,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,1000
7478,2011-07-01,Expense,Public Works,30511 - Infrastructure Ops: Asst Director's Office,7760 - Grant Clearing,45516
7479,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,229364
7480,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,4200
7481,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,63379
7482,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,69117
7483,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,101084
7484,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,4810
7485,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,100
7486,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,500
7487,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,1500
7488,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,23530
7489,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,100
7490,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,1900
7491,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,900
7492,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,4500
7493,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,4800
7494,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,3300
7495,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,800
7496,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,3440
7497,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,1000
7498,2011-07-01,Expense,Public Works,30611 - Facilities Environment: Asst Director's Office,7760 - Grant Clearing,50674
7499,2011-07-01,Expense,Public Works,30681 - Environmental Services: Administration,7760 - Grant Clearing,-86727
7500,2011-07-01,Expense,Public Works,30681 - Environmental Services: Administration,7760 - Grant Clearing,-637187
7501,2011-07-01,Expense,Public Works,30682 - Environmental Services: Recycling Solid Waste,7760 - Grant Clearing,80749
7502,2011-07-01,Expense,Public Works,30682 - Environmental Services: Recycling Solid Waste,7760 - Grant Clearing,1998
7503,2011-07-01,Expense,Public Works,30682 - Environmental Services: Recycling Solid Waste,7760 - Grant Clearing,22314
7504,2011-07-01,Expense,Public Works,30682 - Environmental Services: Recycling Solid Waste,7760 - Grant Clearing,24331
7505,2011-07-01,Expense,Public Works,30682 - Environmental Services: Recycling Solid Waste,7760 - Grant Clearing,35588
7506,2011-07-01,Expense,Public Works,30682 - Environmental Services: Recycling Solid Waste,7760 - Grant Clearing,17840
7507,2011-07-01,Expense,Public Works,30682 - Environmental Services: Recycling Solid Waste,7760 - Grant Clearing,24859
7508,2011-07-01,Expense,Public Works,30683 - Environmental Services: Environmental Remediation,7760 - Grant Clearing,106727
7509,2011-07-01,Expense,Public Works,30683 - Environmental Services: Environmental Remediation,7760 - Grant Clearing,3922
7510,2011-07-01,Expense,Public Works,30683 - Environmental Services: Environmental Remediation,7760 - Grant Clearing,29491
7511,2011-07-01,Expense,Public Works,30683 - Environmental Services: Environmental Remediation,7760 - Grant Clearing,32162
7512,2011-07-01,Expense,Public Works,30683 - Environmental Services: Environmental Remediation,7760 - Grant Clearing,47037
7513,2011-07-01,Expense,Public Works,30683 - Environmental Services: Environmental Remediation,7760 - Grant Clearing,23579
7514,2011-07-01,Expense,Public Works,30683 - Environmental Services: Environmental Remediation,7760 - Grant Clearing,32856
7515,2011-07-01,Expense,Public Works,30689 - Environmental Services: Energy Group,7760 - Grant Clearing,94243
7516,2011-07-01,Expense,Public Works,30689 - Environmental Services: Energy Group,7760 - Grant Clearing,413
7517,2011-07-01,Expense,Public Works,30689 - Environmental Services: Energy Group,7760 - Grant Clearing,26040
7518,2011-07-01,Expense,Public Works,30689 - Environmental Services: Energy Group,7760 - Grant Clearing,28398
7519,2011-07-01,Expense,Public Works,30689 - Environmental Services: Energy Group,7760 - Grant Clearing,41534
7520,2011-07-01,Expense,Public Works,30689 - Environmental Services: Energy Group,7760 - Grant Clearing,20821
7521,2011-07-01,Expense,Public Works,30689 - Environmental Services: Energy Group,7760 - Grant Clearing,29012
7522,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,834779
7523,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,15750
7524,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,230669
7525,2011-07-01,Expense,Community & Economic Development Agency,88149 - CEDA Agency Operations: Other,7760 - Grant Clearing,248067
